True_Counts,Residuals
4013.65,-0.5440227622619461
1579.47,-0.3808644530764106
4074.77,-0.6993008986233666
2604.61,-0.4668378406367601
1078.28,0.2991410964228383
2507.66,-0.18794710944890866
780.0,0.2692937047500417
1711.5,-0.437349441720364
660.38,1.3487848716518165
936.34,-0.8067511051723184
55.57,-0.07915359413003181
64.43,0.25092665022912924
35.16,0.005414180983989465
30.8,0.3255329373963634
21.51,0.8789087519690613
49.1,0.6676171604798202
16.25,1.268925907395892
11.62,0.4649796918403597
16.48,0.6350658893617074
26.85,1.5085209052553958
268.0,-0.341916298065681
155.3,0.760022793157707
354.73,-0.41604937892345994
256.03,-0.14255855204969295
150.58,0.586905159466577
70.14,2.1135593467016274
122.35,1.0312525867475943
526.11,-0.6053562169383273
114.28,0.5262046205695962
37.95,4.243341920654647
20.62,-0.5612351686113075
29.74,-0.4071915620806781
17.58,0.23877600967448012
13.38,0.6724083647339134
22.86,0.0286124291439296
10.88,-0.22420093725120413
20.07,-1.290121079978801
11.62,1.0498275529474714
12.12,0.9953958121648041
10.25,0.16206838624690842
55.57,1.2940550500615566
122.26,0.18841836879597104
82.74,0.6011053915052914
252.18,-0.4667570011421891
47.06,2.0155048972086016
220.95,-0.35474432292163727
78.38,0.7778243649214428
183.38,-0.2013604507102635
151.63,-0.14493074725469807
27.21,3.7461243403995192
34.96,-0.06478266757232101
34.7,-0.01816700862154635
38.27,-0.12502450621657837
51.98,-0.3336908401941725
25.55,0.39209623752039907
63.13,-0.48910422907716583
28.68,0.31321782792064445
28.38,0.21767164285988694
27.47,0.2517756969345179
12.17,1.0782552840372546
538.68,0.34666446308474413
624.52,-0.07616682189115401
477.8,0.28685881663777874
683.4,0.03484343592643768
446.37,0.7888514339627769
389.3,1.2306848798461598
791.47,0.10515899505424822
2047.69,-0.5970023513288134
815.31,-0.11602676709048905
434.33,0.3273458431035866
1256.62,0.20316021998289857
2835.12,-0.203544409430283
1176.93,0.49530476296563064
795.05,1.67114090036576
1534.07,0.24911463687511315
845.24,1.4423430086654174
1605.87,0.5797196099678101
1604.54,0.28955895357902195
3137.07,-0.4757940321327806
1950.01,-0.15985453439913563
101.28,-0.23094463492380143
82.61,-0.20194984501890156
47.57,0.5668680621848222
73.15,0.0006072693898496721
72.6,-0.060594153595728
126.26,-0.4633458206467063
98.46,-0.2898390938345493
117.88,-0.4473278016339956
172.51,-0.5569507967976933
81.64,-0.05959949361442463
148.79,-0.6315223507416436
44.61,0.2290022289430809
69.29,-0.2087488896933059
73.15,-0.25050185327203234
59.16,-0.0732625180332853
66.64,-0.17728407213159006
20.07,1.731728422179912
32.75,0.6740699063557508
45.05,0.21699865556383666
