Geneid,True_Counts,Predict_Counts,Fold_Change,Log2_Fold_Change
ANGPTL4,36.32,86.72831937024476,2.3878942557886775,1.2330936446212113
ANGPTL4,179.01,86.72831937024476,-2.064031694604885,-1.0369625181296245
ANGPTL4,113.18,86.72831937024476,-1.3049947332293221,-0.38019543152220814
ANGPTL4,85.94,86.72831937024476,1.0091729040056407,0.013022535194884412
ANLN,25.99,124.63105258940251,4.795346386664199,2.218696221481573
ANLN,87.56,124.63105258940251,1.4233788555208144,0.5044659761668723
ANLN,20.68,124.63105258940251,6.02664664358813,2.534756441594553
ANLN,34.65,124.63105258940251,3.596855774585931,1.8172191216171742
ANLN,43.02,124.63105258940251,2.897049107145572,1.5129620530568673
ANLN,38.58,124.63105258940251,3.2304575580456847,1.6663495859009125
ANLN,113.75,124.63105258940251,1.0956576051815605,0.1306989497598919
ANLN,360.2,124.63105258940251,-2.8901304491640643,-1.5236047894197962
ANLN,180.2,124.63105258940251,-1.4458675928355478,-0.5283898519851727
ANLN,22.56,124.63105258940251,5.524426089955785,2.414781659117964
APC,258.14,197.54935372225057,-1.3067114376032753,-0.3842340574781786
APC,166.87,197.54935372225057,1.18385182310931,0.24215323521137594
APC,162.37,197.54935372225057,1.2166616599264062,0.28135458242590944
APC,246.41,197.54935372225057,-1.247333870534683,-0.3174061485052661
APC,151.93,197.54935372225057,1.3002656073339733,0.3766262195766778
APC,256.03,197.54935372225057,-1.2960305623675779,-0.37243909267153513
APC,153.9,197.54935372225057,1.2836215316585482,0.35816052077306854
APC,183.38,197.54935372225057,1.0772677157937103,0.10681549213588086
APC,198.88,197.54935372225057,-1.0067357662916998,-0.009636458285888374
APC,141.79,197.54935372225057,1.393253076537489,0.4756027181356229
APH1B,48.4,27.754736857499484,-1.7438464737928887,-0.7807114065211824
APH1B,29.74,27.754736857499484,-1.0715288043512503,-0.09631752973991367
APH1B,61.02,27.754736857499484,-2.198543632868638,-1.1089338906617647
APH1B,13.38,27.754736857499484,2.074345056614311,0.9997359595115598
APH1B,45.71,27.754736857499484,-1.6469260809312594,-0.6999318098493356
APH1B,70.14,27.754736857499484,-2.527136191566802,-1.3068613391109927
APH1B,13.25,27.754736857499484,2.0946971213207157,1.0128377160113913
APH1B,28.38,27.754736857499484,-1.022528159633103,-0.031034760605422252
APH1B,26.37,27.754736857499484,1.0525118262229611,0.0712042005859011
APH1B,99.9,27.754736857499484,-3.599385593634496,-1.811054634042862
API5,378.24,446.685505528887,1.1809578720624128,0.23937447041031734
API5,399.82,440.75979247423163,1.1023955591872134,0.14030761779553805
API5,328.88,439.81189614828025,1.337302043749332,0.4182218456222009
API5,450.47,459.7219719571066,1.020538486374468,0.029266277718998715
API5,400.66,446.4675764133559,1.1143302960449155,0.15580835292718978
API5,389.3,666.3467663233289,1.7116536509718183,0.7738531457925233
API5,609.85,444.28059838953885,-1.3726685392309035,-0.45610340356282464
API5,722.59,438.6850890978105,-1.647172465984795,-0.7187018623621702
API5,405.46,432.6696536423863,1.0671081084259517,0.09348311036742904
API5,393.87,437.88701661634224,1.1117551898249225,0.15247182816184449
APLNR,95.9,51.34576540442211,-1.8677294854726365,-0.8884238329186903
APLNR,13.75,22.707081841229886,1.651424133907628,0.6846031346514055
APLNR,38.27,34.436769852699456,-1.1113121283934841,-0.14818049326137525
APLNR,32.73,52.063732442652224,1.5907037104385038,0.6536938383097174
APLNR,10.75,33.877175185322365,3.1513651335183597,1.5696224395413045
APLNR,10.88,35.249953184227515,3.2398854029620874,1.6094442957909232
APLNR,20.07,28.819722892149052,1.4359602836148009,0.5010765368940405
APLNR,56.76,28.577656010415176,-1.9861670942961074,-0.965563016905834
APLNR,24.17,36.73094760471299,1.51969166755122,0.5840431170828098
APLNR,10.25,1.9441066674531264,-5.272344450846411,-1.9340231539368349
APOE,1707.46,3580.5984210010197,2.097032095042355,1.0679071168309406
APOE,2156.08,3580.5984210010197,1.6606983140704519,0.7315239043497344
APOE,11044.29,3580.5984210010197,-3.0844816149230088,-1.6247558054867444
APOE,21399.02,3580.5984210010197,-5.976380896134542,-2.578936652504821
APOE,993.58,3580.5984210010197,3.603734395822198,1.848444261917658
APOE,6607.6,3580.5984210010197,-1.845389854736273,-0.8837410888015682
APOE,1525.58,3580.5984210010197,2.347040745815375,1.2303003917636235
APOE,1226.87,3580.5984210010197,2.918482333907439,1.544445763000461
APOE,993.32,3580.5984210010197,3.604677667822071,1.8488214560579042
APOE,704.31,3580.5984210010197,5.083838680412063,2.3442741875865694
APOL6,220.49,289.1033015437711,1.311185548295937,0.38932514998434364
APOL6,424.61,342.4432371993958,-1.239942722982614,-0.309460371950359
APOL6,220.29,306.03430286465414,1.389233750350239,0.47246158930977045
APOL6,548.64,312.8477301968697,-1.7536965975580205,-0.8084222248451476
APOL6,104.87,323.53355328379865,3.0850915732220714,1.6160738091563898
APOL6,210.43,312.2174976267253,1.4837119119266515,0.5669847132101508
APOL6,295.37,328.79662008442335,1.1131686362339552,0.15417719492504792
APOL6,179.01,306.29902844975595,1.711072166078744,0.7715661516901781
APOL6,201.08,288.0296453977661,1.4324131957318782,0.5162909314458892
APOL6,99.18,301.54554698108933,3.040386640261034,1.594557833802026
AQP9,49.3,63.648594927987844,1.2910465502634452,0.3620606148237181
AQP9,148.7,63.648594927987844,-2.3362652414910254,-1.2113833014291717
AQP9,53.78,63.648594927987844,1.1834993478614326,0.2389697488112292
AQP9,207.91,63.648594927987844,-3.2665292962905124,-1.6921906322995788
AQP9,53.78,63.648594927987844,1.1834993478614326,0.2389697488112292
AQP9,87.68,63.648594927987844,-1.3775637953862352,-0.4559897553506999
AQP9,39.19,63.648594927987844,1.6241029581012465,0.6857824374578623
AQP9,113.52,63.648594927987844,-1.7835429066177622,-0.8249086554827455
AQP9,38.46,63.648594927987844,1.6549296653142964,0.7122280587930487
AQP9,23.27,63.648594927987844,2.7352210970342865,1.4134449063654735
AREG,24.2,83.99657903140545,3.4709330178266713,1.7539810426575464
AREG,171.83,83.99657903140545,-2.045678550024693,-1.0238769821555609
AREG,69.29,83.99657903140545,1.2122467748795704,0.2740853214605332
AREG,48.13,83.99657903140545,1.7452021406899114,0.7908005372938068
AREG,149.24,83.99657903140545,-1.7767390258143814,-0.8217922866089494
AREG,70.14,83.99657903140545,1.1975560169861055,0.25674380198297475
AREG,27.72,83.99657903140545,3.0301796187375705,1.5653490272217738
AREG,37.11,83.99657903140545,2.263448640027094,1.157235168232657
AREG,12.12,83.99657903140545,6.930410811172067,2.6956370564267416
AREG,288.6,83.99657903140545,-3.435854213682863,-1.7685849209257427
ARG1,12.75,8.869521910506958,-1.43750701882772,-0.47837951273824775
ARG1,13.75,13.165329520920654,-1.0444098629016663,-0.05835079168055844
ARG1,12.88,9.55370517910814,-1.3481680414595312,-0.3952579808244802
ARG1,13.38,12.592118289120727,-1.0625694337353855,-0.08129336264028596
ARG1,10.75,13.652121678010241,1.2699648072567666,0.31844883022694703
ARG1,10.88,14.004046568298573,1.2871366331156775,0.3368168096958923
ARG1,13.25,15.826353237303715,1.194441753758771,0.2397606170731716
ARG1,11.62,14.863375230862276,1.2791200715027777,0.3299878538335935
ARG1,12.12,11.154912071801915,-1.086516856608641,-0.1102282629558013
ARG1,10.25,8.144209402919742,-1.2585629240237022,-0.29899465459981983
ARG2,27.79,37.09848846118274,1.3349582029932616,0.40416597173551516
ARG2,33.04,37.09848846118274,1.1228356071786543,0.1625027236129871
ARG2,38.27,37.09848846118274,-1.031578417003244,-0.043693837367447474
ARG2,38.5,37.09848846118274,-1.0377781305101879,-0.052118892652878064
ARG2,174.78,37.09848846118274,-4.711243159755082,-2.2059652662663245
ARG2,115.74,37.09848846118274,-3.1198036577986787,-1.6154933075832894
ARG2,30.59,37.09848846118274,1.2127652324675626,0.2702658235520767
ARG2,56.76,37.09848846118274,-1.5299814724093055,-0.6003369815882214
ARG2,34.06,37.09848846118274,1.0892098784845197,0.11990776453941153
ARG2,357.35,37.09848846118274,-9.632467920462744,-3.2335636887659014
ARID1A,349.56,256.1443948317167,-1.3646990020205443,-0.447082682908168
ARID1A,241.22,278.8993181541388,1.1562031264162955,0.2085899798004447
ARID1A,263.72,260.8131942776925,-1.0111451636116715,-0.015929391919442145
ARID1A,248.33,256.6907020641979,1.033667708549905,0.04758400125471903
ARID1A,264.87,256.5003062658687,-1.0326303459671347,-0.04614684864306121
ARID1A,224.46,273.49638536222,1.2184638036274613,0.283915651230347
ARID1A,257.13,244.60314307469503,-1.0512129842970972,-0.07176879839726276
ARID1A,231.4,253.2365166113891,1.0943669689342659,0.12956119429332477
ARID1A,252.72,243.281047948866,-1.0387985506093262,-0.05469530791401194
ARID1A,329.42,317.1973889761824,-1.0385331388233316,-0.054379016889225494
ARNT2,60.95,90.05681458965404,1.477552331249451,0.5556627085518422
ARNT2,41.3,90.05681458965404,2.1805524113717687,1.106109327572494
ARNT2,29.99,90.05681458965404,3.0028947845833294,1.5549642359935905
ARNT2,90.48,90.05681458965404,-1.0046990937029499,-0.006689374831866485
ARNT2,233.94,90.05681458965404,-2.5976934790104784,-1.3674534660587918
ARNT2,45.59,90.05681458965404,1.9753633382244797,0.9667466604713487
ARNT2,72.65,90.05681458965404,1.2395982737736275,0.3060814656565944
ARNT2,43.66,90.05681458965404,2.062684713459781,1.0277837397573328
ARNT2,68.13,90.05681458965404,1.32183787743511,0.3974550652726262
ARNT2,170.8,90.05681458965404,-1.8965805172907144,-0.9158911404460198
ATF3,606.8,389.1038959423296,-1.5594806588365178,-0.6397382683239002
ATF3,464.26,628.6378364503558,1.354064180524611,0.4364850794821119
ATF3,1536.83,464.3671849992554,-3.3095146462652485,-1.7244546399070209
ATF3,1024.13,484.4787920841828,-2.113879940119335,-1.0783266954147048
ATF3,447.72,467.60898071468574,1.0444228104946969,0.06256911504094367
ATF3,2455.05,466.177317435223,-5.266343745566596,-2.39429779646527
ATF3,293.45,391.1588533406114,1.332965934028323,0.4134154974062055
ATF3,109.15,402.5261622892861,3.6878255821281365,1.8731927174516885
ATF3,203.28,389.3712716885008,1.915443091738001,0.9342989214285207
ATF3,2416.57,417.2023673817968,-5.7923209188995575,-2.531284529153926
ATM,302.05,294.92734741595336,-1.0241505328225842,-0.03431281665225457
ATM,175.13,195.8244471763116,1.1181662032565043,0.16026876359214237
ATM,295.78,224.04903400520482,-1.3201574437188994,-0.3991544998871524
ATM,350.36,223.6706955572712,-1.56640993638923,-0.6451379975158575
ATM,181.51,241.23076737711688,1.3290219127161969,0.408406609569486
ATM,322.66,270.22108683609724,-1.1940592933656198,-0.25500972979787856
ATM,148.16,227.71920976775164,1.536981707395732,0.6167168383081593
ATM,211.76,191.35785525974197,-1.1066177540115347,-0.14543419633045784
ATM,159.33,206.46654081362013,1.2958422193787744,0.37183428513520067
ATM,204.45,166.17643275307736,-1.2303188641905292,-0.2974158487967253
AXIN1,65.43,86.68374193141375,1.324831758083658,0.4004744526626262
AXIN1,69.39,80.23394802360733,1.1562753714311476,0.20671227598385322
AXIN1,68.26,84.65717023885409,1.240216382051774,0.30655162976145806
AXIN1,94.33,84.11563645630349,-1.1214323991830304,-0.16350610496734186
AXIN1,87.39,84.56988025309512,-1.0333466210247078,-0.04678008791807113
AXIN1,80.67,84.6084298343291,1.0488214929258597,0.06794663762996797
AXIN1,70.73,86.62840926465208,1.2247760393701692,0.28882203883502194
AXIN1,96.05,86.32232821471895,-1.1126900998439748,-0.15237761651941167
AXIN1,78.01,86.67654245707165,1.111095275696342,0.1501556450792982
AXIN1,76.98,85.92715040403111,1.116226947311394,0.15670269705178586
AXL,159.54,140.81132632348735,-1.1330054489614498,-0.17896003898208057
AXL,148.7,153.8364360644527,1.0345422734663934,0.04867078460852072
AXL,199.6,148.98955290742893,-1.3396912475065728,-0.4194595885191321
AXL,359.99,161.78276597595195,-2.2251443027838356,-1.1490109050267054
AXL,170.75,171.91138170819534,1.0068016498283767,0.0097227369323826
AXL,210.43,134.59415882874222,-1.5634408047956332,-0.6408850656849558
AXL,94.63,195.5887190992243,2.0668785702126633,1.0396453566469441
AXL,148.45,161.22942106558065,1.0860856925940092,0.11837258577174144
AXL,198.88,160.19092497199787,-1.241518519446499,-0.3103636005763933
AXL,105.63,55.58645630154086,-1.90028303705829,-0.9140846954057966
B2M,11742.49,8717.100679377954,-1.3470637121100608,-0.4297754512390393
B2M,13263.59,10690.965771436739,-1.2406353442302278,-0.31105295932299476
B2M,16798.62,9513.225627018914,-1.7658174691336583,-0.8202704563464837
B2M,24956.54,10190.854683416483,-2.448915304484876,-1.2920591257497314
B2M,6831.38,10589.084966035389,1.5500652819833458,0.6322540429458365
B2M,7277.48,8932.213124523985,1.227377213612952,0.2955419845793678
B2M,13482.65,11250.716275234665,-1.1983814781356026,-0.2610660053266505
B2M,6184.56,9734.441538950126,1.5739909611920857,0.654342198831124
B2M,6975.18,9544.565325190433,1.3683611498470911,0.4523933769860361
B2M,5475.51,5256.475137854578,-1.0416695326052319,-0.05888668123619037
BAD,132.65,173.5260812731306,1.3081498776715461,0.3849828121017392
BAD,132.17,163.11279964132055,1.2341136388085086,0.30141864878463376
BAD,98.25,170.25415319553179,1.7328666991911632,0.7869999688622541
BAD,165.56,169.3798394001695,1.0230722360483782,0.032712661589956005
BAD,134.45,170.11322230404318,1.265252676117837,0.33719085088962025
BAD,185.88,170.1754611370843,-1.0922843914039106,-0.1266362803558215
BAD,156.76,173.43674591596033,1.106383936692781,0.14497252575542965
BAD,152.81,172.94257381981691,1.1317490597462005,0.17746178331049423
BAD,159.33,173.51445762205012,1.089025655068412,0.12230216192112839
BAD,74.84,172.30455376891982,2.3023056356082283,1.1922786940559327
BAMBI,38.54,66.00732003746809,1.7126964202768058,0.7610058365167506
BAMBI,41.3,34.341833113388,-1.2026148943079975,-0.25928079167846596
BAMBI,29.99,59.51027297152516,1.9843372114546571,0.9653773379907936
BAMBI,57.75,65.24708523985755,1.1298196578330313,0.1732681281306878
BAMBI,250.08,65.5120378207548,-3.8173137078140535,-1.9164597354858366
BAMBI,129.77,41.8604916142323,-3.1000591487530222,-1.6093113064436977
BAMBI,13.25,82.06799189389098,6.1938107089729035,2.543330759504679
BAMBI,26.2,70.05388958454574,2.6738125795628145,1.3853069752020455
BAMBI,110.98,83.90780411062023,-1.3226421687032712,-0.39927201809527907
BAMBI,178.32,-18.953317287664856,9.408379403644222,
BATF3,27.79,27.839657324943573,1.001786877471881,0.0024862335642939033
BATF3,56.17,42.108806795851535,-1.3339252349827624,-0.4072756594075732
BATF3,49.64,40.787863893466756,-1.2170286762173674,-0.27719339171653845
BATF3,42.35,37.048585332751415,-1.1430935788676948,-0.188189178913167
BATF3,29.58,37.781479317062,1.2772643447282623,0.3427794293061788
BATF3,73.65,39.57167688977395,-1.8611796564788117,-0.8796693277795244
BATF3,17.21,29.65388546733224,1.7230613287235468,0.7513390288990993
BATF3,30.56,27.59256908143561,-1.107544567880085,-0.1424569514359034
BATF3,19.78,23.04605587331495,1.1651191038076314,0.2106046227616909
BATF3,17.55,29.873730141006757,1.7022068456414106,0.7349606119743846
BAX,175.68,179.10893635526304,1.0195180803464425,0.027731026849422323
BAX,160.26,191.5074585944335,1.1949797740823256,0.2555257160858492
BAX,282.34,182.58505428217356,-1.5463478164190894,-0.6260856726266512
BAX,227.16,183.97538382045673,-1.2347304040506177,-0.3027125945479454
BAX,209.74,189.1507336698867,-1.1088511047810499,-0.1483206688471756
BAX,136.78,189.60976567609504,1.3862389653172615,0.4682555528482229
BAX,195.95,187.36648051703153,-1.0458113930479054,-0.06428715419999571
BAX,218.3,192.31370382302777,-1.1351245161441306,-0.18196189956968775
BAX,180.2,180.62157973342485,1.0023395101743888,0.0033526741431324546
BAX,128.54,180.26518136689197,1.4024053319347438,0.4847041799500719
BBC3,91.42,69.23698514821541,-1.3203925590390377,-0.39597416953246467
BBC3,54.52,77.86567759959306,1.4282039178208557,0.5063900069719881
BBC3,83.77,71.97587865260536,-1.1638621378186915,-0.2161341107542169
BBC3,92.4,73.07807287663043,-1.264401158415721,-0.3343759822154588
BBC3,55.12,74.80669665304885,1.3571606794820184,0.43381029064438803
BBC3,56.12,72.9761214409233,1.3003585431383338,0.3730636827516822
BBC3,149.12,75.65809222028098,-1.9709722466412756,-0.9696061957987991
BBC3,85.14,72.01870276984094,-1.1821929127506283,-0.23841728510198373
BBC3,51.64,69.06330198627423,1.337399341329865,0.4124994928859261
BBC3,41.18,71.24974178100025,1.7302025687469706,0.7764333363303473
BBS1,85.15,147.4343244436249,1.7314659359204332,0.7849020425428056
BBS1,109.04,97.59352927315405,-1.11728718914149,-0.1584631745100025
BBS1,50.68,166.52980723873426,3.2859077987121994,1.6967398304540506
BBS1,123.2,70.72387179977449,-1.7419860771874887,-0.7921398985389092
BBS1,110.25,55.239943172249156,-1.9958384036750096,-0.9841382943289891
BBS1,168.35,273.04491320653597,1.6218884063352301,0.6944043689462075
BBS1,149.12,159.6512030539489,1.070622338076374,0.09781558929045535
BBS1,120.07,160.5610177579008,1.337228431397525,0.416237716337187
BBS1,119.77,156.9586740322177,1.3105007433599205,0.3872850374328494
BBS1,98.11,115.21923024355131,1.1743882401748171,0.2297462694830313
BCAT1,121.9,275.7018439828346,2.2617050367746887,1.170847342606742
BCAT1,168.52,277.8782857095101,1.648933572926122,0.7181801134015722
BCAT1,164.44,276.31204316278775,1.6803213522426887,0.7452021806207451
BCAT1,302.24,276.5561021855146,-1.0928704794850508,-0.1276806584221226
BCAT1,121.0,277.46458524060466,2.2930957457901213,1.190612711387317
BCAT1,161.33,277.54516390900716,1.7203568084609628,0.7789816210390048
BCAT1,90.81,277.1513767034971,3.051991814816618,1.5991470396781664
BCAT1,240.13,278.0198143307116,1.15778875746767,0.21055642344906828
BCAT1,180.2,275.96737402764995,1.5314504663021642,0.6121330855086495
BCAT1,3645.8,275.9048117108449,-13.2139775939134,-3.7191690522807797
BCL2,97.7,74.0834156399021,-1.3187836866876015,-0.39455580299101245
BCL2,41.3,51.02500655597789,1.2354723137040653,0.2985475784179068
BCL2,91.01,68.73209567191904,-1.3241266559719167,-0.39996782746169823
BCL2,102.03,56.84729536671653,-1.7948083429794526,-0.8327430654250936
BCL2,170.75,60.93887641509033,-2.801987992639081,-1.47139298148774
BCL2,175.36,50.43786411675813,-3.4767530915674945,-1.7776207388783138
BCL2,22.94,40.23485851394673,1.7539171104597528,0.7844413050886527
BCL2,26.2,54.48707231803224,2.0796592487798566,1.0285450321462681
BCL2,36.26,73.77219417592012,2.0345337610568155,1.0048741949977513
BCL2,119.24,54.8042309215393,-2.1757444269350374,-1.1074705019287425
BCL2L1,233.04,407.03947297964623,1.7466506736167449,0.8019535993127344
BCL2L1,432.87,402.9136419433938,-1.0743493268485926,-0.10321596122687272
BCL2L1,251.31,405.88273228491965,1.615067972961361,0.6894156681985122
BCL2L1,327.26,405.4200751513506,1.2388317397523394,0.3081327043500559
BCL2L1,221.84,403.69788450472794,1.8197704855063466,0.8608370864558923
BCL2L1,231.48,403.5451333573481,1.7433261333909975,0.7991940588202265
BCL2L1,585.0,404.29162679857353,-1.4469753050103586,-0.5319402945945182
BCL2L1,270.7,402.6453493579714,1.4874227903877777,0.5710737040738404
