Geneid,Feature,Coefficient
IL17A,B2M,0.00019165076138058393
IL17A,CD47,7.291105609855269e-05
IL17A,CD74,-1.9599328772539415e-05
IL17A,COL6A3,1.3365660928173054e-05
IL17A,CTNNB1,8.886500190342265e-05
IL17A,EGR1,-1.1523844688966935e-05
IL17A,FGFR1,-1.7858919676870863e-05
IL17A,ITGB8,2.634342883377261e-06
IL17A,MYC,-3.133205079895026e-05
IL17A,THBS1,2.3528142402513032e-05
IL18,EGR1,5.4824972062917066e-05
IL18R1,THBS1,2.958910729966217e-05
IL1A,B2M,1.8369706710199577e-05
IL1A,C7,-1.6046050450191657e-05
IL1A,COL6A3,-5.9304124514425856e-05
IL1A,SPP1,1.6639906905076174e-05
IL1A,THBS1,0.00011486929452656881
IL1A,VCAN,5.0670988100275566e-05
IL1B,EGR1,7.356294573006356e-05
IL1RN,THBS1,2.2615064545182268e-05
IL21R,THBS1,2.205794735990806e-20
IL22RA1,EGR1,-8.250368510342558e-21
IL24,COL6A3,1.1625134232212376e-05
IL2RA,THBS1,7.352649119969354e-21
IL2RB,EGR1,0.0001561402568770622
IL2RG,CD74,-0.00015954629097023079
IL2RG,EGR1,0.00023075197101996242
IL2RG,PKM,0.0014563065450530846
IL2RG,THBS1,0.0004890989178548126
IL2RG,VCAN,-2.6485193401640183e-05
IL32,A2M,0.002438222786896544
IL32,ALDOA,-0.02360423461319067
IL32,CD74,-0.0021133742722371216
IL32,COL11A1,0.023180234450014603
IL32,COL6A3,-0.0038931689174685957
IL32,EGR1,0.0009071210886355278
IL32,ENO1,-0.0008429945635594681
IL32,ERBB2,0.035132872063564725
IL32,IGF2R,0.03588860228682855
IL32,LAMC2,-0.0034222227400200196
IL32,LTBP1,-0.007646091767209682
IL32,MMP1,0.00048031479508380887
IL32,PKM,0.04978836466425097
IL32,POLR2A,0.030057089870495685
IL32,RPL23,-0.0029688601222929148
IL32,S100A9,-0.013113992825531688
IL32,SPP1,-0.005881274645289145
IL32,THBS1,0.0036647144007975517
IL32,VCAN,-0.006511844001158479
IL33,EGR1,0.000396051818955525
IL34,EGR1,1.6500737020685115e-20
IL4,EGR1,-6.1877763827569176e-21
IL6,CD74,-0.00016115823857789751
IL6,EGR1,0.0005227272503890682
IL6,THBS1,0.0008989340779775739
IL6R,CD74,4.264224068040119e-05
IL6R,MKI67,0.0005576345157005801
IL6R,THBS1,0.0002505138581093927
IL7R,CD74,-0.00016322000941779432
IL7R,COL5A1,-0.0008796141902644903
IL7R,EGR1,0.00046190652790314214
IL7R,PKM,0.002383937047770211
IL7R,SPP1,-0.000647047402603813
IL7R,THBS1,0.0007969147993380046
INHBA,THBS1,6.38191106162916e-05
IRF1,CD74,-0.00027458614688164406
IRF1,EGR1,0.00026771931388350835
IRF1,THBS1,0.0006711413330288269
IRF3,COL6A3,-2.0746330368947335e-20
IRF4,THBS1,2.3528477183901933e-19
IRF5,LTBP1,0.0001646710639322122
IRF7,THBS1,1.1764238591950967e-19
IRF8,EGR1,0.00036330792015967545
IRF8,THBS1,0.00010877602771753758
ITGA1,CD74,-1.5262846385763352e-19
ITGA4,CD74,-3.959838339421262e-05
ITGA4,EGR1,2.6526603288420274e-05
ITGA4,THBS1,0.0004165378377615069
ITGA6,A2M,0.0007065661766588562
ITGA6,ALDOA,4.566692875562366e-05
ITGA6,CD74,-0.00018521768834980147
ITGA6,COL5A1,-0.0003532853540384259
ITGA6,CTNNB1,0.00039627133550428236
ITGA6,LTBP1,0.0035780591385839835
ITGA6,NF1,-0.0004023969705727279
ITGA6,RPL23,-0.0014533070846355848
ITGA6,TFRC,-0.00041081827212421674
ITGA6,THBS1,0.00042315293659041616
ITGAE,THBS1,2.9410596479877416e-20
ITGAL,CD74,-8.364482592867898e-06
ITGAL,EGR1,0.0003094526328910955
ITGAL,THBS1,9.770958297590508e-05
ITGAM,CD74,-4.261689104394399e-06
ITGAM,EGR1,0.00017281509840316189
ITGAM,SPP1,4.406433771178424e-05
ITGAM,THBS1,2.4973282852117965e-05
ITGAV,CD74,-5.627617702404759e-05
ITGAV,THBS1,0.0013507479091894694
ITGAX,CD74,-0.00029787117006597243
ITGAX,EGR1,0.0004029176685341246
ITGAX,THBS1,0.0006836125061913456
ITGB2,CD74,-0.0005299451505831017
ITGB2,EGR1,0.0006390626526396926
ITGB2,THBS1,6.487155621275745e-06
ITGB8,EGR1,-7.920353769928854e-19
ITPK1,C7,-1.4215035994411624e-05
ITPK1,CD74,-0.00010207617232055597
ITPK1,EGR1,-2.667686145134496e-05
ITPK1,FGFR1,-7.379644472105769e-05
ITPK1,VCAN,0.00044410697087074127
JAG1,A2M,0.0009023303745214601
JAG1,B2M,9.316872088570446e-05
JAG1,CD74,-0.000988532570877251
JAG1,COL5A1,-0.0004904188264825347
JAG1,COL6A3,-0.0003955564250381746
JAG1,EGR1,0.000652676799300754
JAG1,ENO1,0.002309046754824286
JAG1,FGFR1,-0.0010890583207380543
JAG1,HIF1A,0.00025936918500322684
JAG1,LDHA,0.00022786920657543168
JAG1,STAT1,0.0038994364226637122
JAG1,THBS1,0.0005299234081270734
JAG2,CD74,3.652565020430106e-05
JAG2,COL6A3,1.486227723014176e-05
JAG2,SPP1,4.5451261106892566e-05
JAG2,VCAN,3.0635090857866736e-05
JAK1,ALDOA,0.00044806647530013763
JAK1,CD74,-0.0004325968462635612
JAK1,COL5A1,-0.0006537944190084029
JAK1,EGR1,0.0004369688301623403
JAK1,FGFR1,-0.0004353862037249355
JAK1,RPL7A,-0.0013079532684830751
JAK1,SPP1,7.292736449813605e-05
JAK1,THBS1,0.000251815228662134
JAK1,VCAN,-0.00012942237417476997
JAK2,A2M,0.00027327579076431846
JAK2,B2M,0.001008413323595004
JAK2,CD74,-0.0005517202633550616
JAK2,COL5A1,-3.491421465385561e-05
JAK2,EGR1,0.0003472129750582163
JAK2,FGFR1,-2.8174827157846142e-05
JAK2,MKI67,7.093014219350121e-05
JAK2,SPP1,0.00043702108962472334
JAK2,THBS1,0.00016997177289813752
JAK3,THBS1,8.427508073645714e-05
KAT2B,CD74,-0.00043624280397207906
KAT2B,EGR1,0.00026923391545193124
KAT2B,SPP1,0.00016238909385399826
KAT2B,THBS1,7.870403739509399e-05
KDR,A2M,2.0090994397184813e-05
KDR,B2M,0.0009591434658606047
KDR,C7,-0.00025421371905627203
KDR,CD74,-0.00033605523505763935
KDR,COL5A1,-2.3636793953855848e-05
KDR,COL6A3,-0.00016434772645564745
KDR,EGR1,0.0001215088065756872
KDR,LTBP1,0.0005831707778736478
KDR,SPP1,-2.5501020427841996e-05
KDR,STAT1,0.0006143785838645404
KDR,THBS1,0.0003338260559202177
KIR3DL2,EGR1,-1.0312960637928197e-21
KIT,A2M,0.0002495779649672735
KIT,ALDOA,0.001412096000759323
KIT,APOE,-0.00019696986068509016
KIT,ARID1A,2.6378892132753774e-05
KIT,B2M,0.00028690410283997594
KIT,C7,0.0003115447626154491
KIT,CD74,-0.00023542110542650244
KIT,COL11A1,-0.0008366134662667998
KIT,COL6A3,6.180144487833523e-05
KIT,CTNNB1,4.420689820425208e-06
KIT,EGR1,-4.649776384401849e-05
KIT,ENO1,7.194313839539113e-05
KIT,ESR1,0.00011833610261685884
KIT,FGFR1,-0.0002832286092723627
KIT,LDHA,-3.1353131248520186e-05
KIT,MFGE8,0.00022766476892152138
KIT,MKI67,1.9334441439390262e-05
KIT,MMP1,9.670484865223815e-05
KIT,MX1,0.0012649065499665839
KIT,NOTCH2,0.0007836627563562333
KIT,PKM,0.00022593452692117058
KIT,RPL23,-0.0005874114028299471
KIT,S100A9,0.0020337379642112914
KIT,SFRP4,9.086870575752177e-05
KIT,SPP1,-0.00031865672505395243
KIT,TFRC,-0.00032282165694261526
KIT,THBS1,0.00015038482549020802
KIT,TPI1,0.0006323804437548643
KLRB1,EGR1,9.907354901245249e-05
LAMB3,CD74,0.00027417497339416586
LAMB3,COL11A1,0.0005230020160028059
LAMB3,PKM,0.005606237595452926
LAMC2,EGR1,-1.3200589616548092e-19
LCK,EGR1,0.0002743602674839976
LCK,THBS1,2.287869211610822e-05
LDHA,CD74,-0.0006695119217395213
LDHA,LTBP1,0.002344075825986317
LDHA,VCAN,0.0019010343389528263
LDHB,C7,-0.0013590638582837214
LDHB,CD47,0.002778625082045174
LDHB,CD74,-0.002844518254454281
LDHB,CENPF,0.0001796085824928171
LDHB,COL5A1,0.00011971896039546481
LDHB,COL6A3,0.00458056385867671
LDHB,CTNNB1,-0.011321746934945257
LDHB,EGR1,-0.0019275569277819508
LDHB,HLA-B,0.02196645975365162
LDHB,LTBP1,-0.003290250162808044
LDHB,MX1,-0.005413488239205092
LDHB,PKM,-0.003976079315547557
LDHB,RPL7A,-0.0016376689681798335
LDHB,SPP1,-0.0010221765135523004
LDHB,TFRC,0.0008862846198015171
LDHB,THBS1,-0.0013294619651717037
LDHB,VCAN,-0.002679958097610206
LIF,THBS1,0.0001695658065977764
LILRA1,CD74,-1.6181771238486045e-05
LILRA1,THBS1,5.7831457580500775e-05
LILRB2,CD74,-0.00011163350540648907
LILRB2,EGR1,4.799908092771514e-05
LILRB2,THBS1,0.00013048420443188529
LILRB4,CD74,-0.00019387590858201465
LILRB4,THBS1,0.00015401845927659913
LRRC32,CD74,-0.0007142032220278109
LRRC32,COL6A3,-0.00016692133212733965
LRRC32,CTNNB1,0.00043825204925721336
LRRC32,EGR1,6.723843278928451e-05
LRRC32,LTBP1,-0.00018820668460586273
LRRC32,MKI67,-0.00020817852032279283
LRRC32,PKM,0.002566460723919588
LRRC32,PLOD2,0.00023666539595632594
LRRC32,RPL23,-0.0007712551570343185
LRRC32,RPL7A,-0.0007488728767640935
LRRC32,SPP1,-0.0009232065854204025
LRRC32,STAT1,0.0033724789294605167
LRRC32,THBS1,0.0006502591147226074
LTB,APOE,0.0004313086623842356
LTB,BCAT1,0.002929223045694
LTB,CCNE1,0.003930816007602756
LTB,CD74,-0.0003681123736670387
LTB,CENPF,0.005167136545636677
LTB,COL11A1,-0.0007940906175869752
LTB,COL5A1,-0.0020137730840977244
LTB,COL6A3,0.00043145114722459917
LTB,EGR1,0.0005138618788924159
LTB,ENO1,0.007494417849764775
LTB,EPCAM,-0.008341278214841982
LTB,ERBB2,0.003070123383517861
LTB,ESR1,0.0032175296273562488
LTB,HLA-B,0.0009249254380176661
LTB,HLA-DRA,-0.0008467374255202968
LTB,ITGAV,-0.0033568255889483045
LTB,ITGB8,0.0025962138612779426
LTB,LAMC2,-0.0040938773317157
LTB,LTBP1,-0.0018821166413691673
LTB,LYZ,0.0008369259210119978
LTB,MFGE8,-0.0020159361155927774
LTB,MKI67,-0.0004893383588436787
LTB,MMP1,-0.0016493724918779395
LTB,MYC,-0.0007804126661714414
LTB,NF1,0.0004949548917809419
LTB,PKM,0.00946840987300193
LTB,ROCK1,0.0009279546819996237
LTB,SFRP4,0.0001305391933501728
LTB,SLC2A1,-0.009135590909541863
LTB,SPP1,-0.0025891844489748664
LTB,TFRC,0.00933552860526942
LTB,THBS1,0.00016091784028269903
LTB,TNFAIP3,0.0029649586806526386
LTB,TPM1,0.00011432219120659755
LTB,VCAN,0.00030848103884645545
LTBP1,CD74,-6.0400063713154115e-05
LTBP1,EGR1,0.0005139295556711157
LY9,C7,-1.6900029879139907e-05
LY9,CD74,-2.1839839877304213e-06
LY9,EGR1,4.0568728349784864e-05
LY9,THBS1,0.00019566347941810195
LY9,VCAN,-9.257761311386788e-05
LY96,CD74,-0.00040557284701090373
LY96,EGR1,0.00037469648949040794
LY96,THBS1,0.0004893835647478598
LY96,VCAN,-4.2553617054093177e-07
LYZ,EGR1,0.0022466104701549094
MAGEA1,CD74,6.291447389346933e-05
MAGEA1,THBS1,-5.6113372437915445e-05
MAGEA1,VCAN,-4.007683380951105e-05
MAGEB2,CD74,-4.751902584157023e-06
MAGEB2,THBS1,2.2691379321248592e-05
MAGEC1,COL5A1,1.81726409619449e-05
MAGEC1,EGR1,-4.895252460850468e-06
MAGEC2,EGR1,-3.300147404137023e-20
MAML2,THBS1,6.225681534375068e-05
MAP3K5,CD74,-0.00016446826344123253
MAP3K5,COL6A3,1.9912669929606335e-05
MAP3K5,THBS1,0.00014188124628375343
MAP3K7,EGR1,-0.0001867346017203376
MAP3K8,CD74,-0.0004743230869837708
MAP3K8,COL6A3,-0.000260137397337757
MAP3K8,EGR1,0.0008578678493362363
MAP3K8,THBS1,0.0007071412108681066
CGAS,ALDOA,-4.581832345084806e-05
CGAS,APOE,-0.0010985549121836048
CGAS,CD74,0.00026835330255253764
CGAS,COL5A1,-0.00022491939242359172
CGAS,CTNNB1,0.00031672873901628996
CGAS,EGR1,0.000208834344351293
CGAS,ERBB2,-0.0007975670856484852
CGAS,FGFR1,0.00023508332922931511
CGAS,HIF1A,0.0021471147311133516
CGAS,HLA-B,-0.001971911573444729
CGAS,ITGB8,0.0015543781471966446
CGAS,LTBP1,0.0012163563686997008
CGAS,MKI67,0.00042032615097443093
CGAS,SPP1,0.0001669730198014368
CGAS,THBS1,-0.00013662660245927769
CGAS,VCAN,0.0004843065041321589
MELK,A2M,-0.0007316168211485724
MELK,ALDOA,-0.0032863480762516787
MELK,B2M,-0.0012145641032303895
MELK,C7,6.5318140460882e-06
MELK,CD74,0.000723263850541813
MELK,COL5A1,0.0016462032051680203
MELK,COL6A3,6.647500115529595e-05
MELK,EGR1,3.738720253730386e-05
MELK,FGFR1,0.00031013415767014777
MELK,HLA-B,-0.0011503759005862502
MELK,LTBP1,4.523773337658016e-05
MELK,MKI67,0.001499115115315928
MELK,MMP7,-0.00031167298854461805
MELK,MX1,-3.4939401164370595e-05
MELK,MYC,-0.00038883609293629846
MELK,NOTCH2,-0.002378796611883866
MELK,PKM,-0.001859841574820228
MELK,S100A9,-0.00110609967546663
MELK,SPP1,0.0020799203167035955
MELK,STAT1,-0.0005021566996567333
MELK,THBS1,-0.0002868613237654278
MELK,VCAN,-0.00032940186245380423
MGMT,COL6A3,-0.0003816472144152243
MGMT,SPP1,5.046518783987357e-05
MICA,EGR1,-1.6500737020685115e-20
MICB,APOE,-0.0004882300247791781
MICB,B2M,-0.0016123817416353171
MICB,BCAT1,-0.0006657842985649515
MICB,C7,-0.00048753375543745045
MICB,CD163,0.0016675738861886827
MICB,CD47,2.2150583832682076e-06
MICB,CD74,0.0005962894127283046
MICB,COL5A1,0.0002500006731753303
MICB,COL6A3,0.00028549328860609106
MICB,CTNNB1,-0.0002572917664111103
MICB,DEPTOR,-0.00039501210122368973
MICB,EGR1,4.788152832511568e-05
MICB,ENO1,0.00041549957486636377
MICB,ESR1,-0.000231225359291901
MICB,FGFR1,0.00034825404302387194
MICB,FLNB,-4.14971902360049e-05
MICB,HLA-A,-0.0008504881745026212
MICB,HLA-B,-0.0009247880292053074
MICB,LTBP1,-0.00017736605809216772
MICB,MKI67,0.0002159667288637034
MICB,MMP1,0.0008191350565802494
MICB,MYC,-5.541017125971714e-05
MICB,NF1,0.001043849246090851
MICB,NOTCH1,-0.0012332909771848183
MICB,PIK3R1,0.002540563875138304
MICB,PKM,-0.0005942380623932792
MICB,POLR2A,0.0013508853075218325
MICB,S100A9,-0.00418210442894773
MICB,SPP1,0.0021833303205727665
MICB,STAT1,-0.0013116261828303487
MICB,THBS1,-0.00017507569341843128
MICB,TNFAIP3,0.0013588847789374088
MICB,VCAN,-0.00041779821293409086
MLH1,CD74,-9.672818703428842e-05
MLH1,EGR1,-3.935830307237394e-05
MMP1,ALDOA,-0.00021369766419110557
MMP1,C7,2.456790593314435e-05
MMP1,CD74,5.665628459804544e-06
MMP1,COL11A1,0.00034314042163541243
MMP1,COL6A3,-8.254132915344772e-05
MMP1,EGR1,2.3300265618319576e-05
MMP1,ERBB2,0.0004375959565338797
MMP1,PKM,0.0011421094374909813
MMP1,SPP1,-8.370024164979265e-05
MMP1,THBS1,0.00021287537183786436
MMP1,VCAN,-4.9496981318697426e-05
MMRN2,A2M,0.0004784757065627746
MMRN2,B2M,0.000541265109587297
MMRN2,C7,-0.00011190330917825504
MMRN2,CD74,-0.0007920963614538915
MMRN2,COL5A1,-0.0007730868283098435
MMRN2,EGR1,0.00018192691918872623
MMRN2,FGFR1,-0.0004133806280933372
MMRN2,RPL7A,-0.000245294531763888
MMRN2,STAT1,0.0029425971882322257
MMRN2,THBS1,0.0002085245230417295
MRC1,EGR1,0.0005257164382923315
MRE11,C7,0.0003039929575082272
MRE11,CD74,-0.00010660775898288231
MRE11,COL6A3,-4.5473395745734404e-05
MRE11,FGFR1,0.0002690835706088135
MRE11,MYC,-0.00029075936935165584
MRE11,NF1,0.00023227345252835207
MRE11,VCAN,-0.00012435665056791508
MS4A1,THBS1,2.9410596479877416e-20
MS4A2,A2M,0.0005845253949641247
MS4A2,CD74,-0.0001259787279572012
MS4A2,COL11A1,-9.381484816430927e-06
MS4A2,CTNNB1,6.884350023815402e-05
MS4A2,EGR1,-3.933953105253936e-06
MS4A2,FGFR1,-0.00028152802872804324
MS4A2,THBS1,4.373667589754598e-05
MS4A2,VCAN,-1.4998251944667495e-05
MS4A4A,EGR1,0.0009841919666393687
MS4A6A,EGR1,0.00015368841027057055
MS4A6A,THBS1,2.2497610757879664e-05
MSH2,CD74,0.00025127902624621996
MSH2,THBS1,-0.0006045548585203822
MTOR,CD74,0.0001434701647183985
MTOR,THBS1,-4.827902140482105e-05
MXI1,APOE,0.0008296515253705218
MXI1,BCAT1,-9.051778578212885e-05
MXI1,C7,0.0005658433973907503
MXI1,CD74,-0.0004661384846569677
MXI1,CENPF,-0.0003089912224979868
MXI1,COL5A1,0.0005751868796243664
MXI1,COL6A3,-0.00036266497335826596
MXI1,CTNNB1,-0.0002217955538357288
MXI1,EGR1,-0.000407866797121758
MXI1,FGFR1,-2.3180099425317417e-05
MXI1,HLA-B,0.0029144299579578477
MXI1,HLA-C,-0.0005336605266146338
MXI1,ITGAV,-0.0006072063639390789
MXI1,LTBP1,-0.00019892875519808513
MXI1,MKI67,-0.0001957494632550695
MXI1,MYC,0.0012797171107198496
MXI1,SPP1,-9.796754741089014e-05
MXI1,STAT1,-0.00023016057921255835
MXI1,THBS1,1.2740653497210417e-05
MXI1,TPI1,0.0024498163202948194
MXI1,VCAN,0.00015899656745887626
MYC,EGR1,0.0007779431963699328
MYC,THBS1,8.945544892788902e-05
MYCT1,EGR1,1.7646451653268547e-05
MYCT1,THBS1,1.793994763749293e-05
MYD88,CD74,-0.00025130710999666893
MYD88,EGR1,0.00012343849815688138
MYD88,SPP1,0.0004898214324352148
NCR1,EGR1,9.601522370044713e-06
NCR1,THBS1,4.6473229368780934e-05
NECTIN1,A2M,-1.673020702254162e-05
NECTIN1,B2M,0.0006355250608071476
NECTIN1,C7,-7.906367423553337e-06
NECTIN1,CD74,-0.00028578068358897467
NECTIN1,COL6A3,-2.955927247085988e-05
NECTIN1,EGR1,-8.481252617707608e-06
NECTIN1,FGFR1,-1.5117219681535827e-05
NECTIN1,LTBP1,2.5232591018301744e-05
NECTIN1,MYC,-0.00022716158381953173
NECTIN1,SPP1,-0.0001400727143973946
NECTIN1,VCAN,4.5548895895879345e-05
NECTIN2,EGR1,-4.841352240488513e-05
NECTIN2,LTBP1,0.001162701061633678
NEIL1,CD74,-1.2719038654802794e-20
NFAM1,CD74,-5.167735700956545e-05
NFAM1,COL5A1,-9.050378446367934e-05
NFAM1,COL6A3,-6.1871563215389e-05
NFAM1,EGR1,6.345251274576595e-05
NFAM1,PKM,0.0005208963565127095
NFAM1,THBS1,0.00010114068738211467
NFATC2,THBS1,0.0007629216176742538
NFIL3,CD74,-0.00026953122340090687
NFIL3,EGR1,0.0005531243970656513
NFIL3,THBS1,0.0018533213452701658
NFIL3,VCAN,-0.0005218100420165769
NFKB1,CD74,-0.00045018712128295786
NFKB1,COL5A1,-0.0009676556611863314
NFKB1,COL6A3,-9.791393876060733e-05
NFKB1,CTNNB1,0.00010901394331796879
NFKB1,EGR1,0.00012371561192745604
NFKB1,FGFR1,2.12234508901374e-05
NFKB1,LTBP1,0.0003072526646220377
NFKB1,MKI67,0.0007614190288375074
NFKB1,MYC,-0.00033682016422803795
NFKB1,PKM,0.003442440405396908
NFKB1,POLR2A,0.0004399658175164772
NFKB1,RPL23,-0.0026947803047588886
NFKB1,SPP1,-0.0011032686928808119
NFKB1,THBS1,0.001609135806906569
NFKB2,THBS1,0.0003402129230220065
NFKBIA,CD74,-0.004335247319165651
NFKBIA,EGR1,0.0026083969402830205
NFKBIA,THBS1,0.008969782365818935
NGFR,B2M,0.0009566233518074983
NGFR,C7,-4.448644078469482e-05
NGFR,CD74,-0.000292092729830879
NGFR,COL11A1,-0.00012311420809517335
NGFR,COL5A1,-0.00018250650401022866
NGFR,EGR1,0.00014683238468259988
NGFR,FGFR1,-0.00012699277371805423
NGFR,MKI67,7.180018129115252e-06
NGFR,SPP1,-0.00012869972935667013
NGFR,THBS1,8.437587601743003e-05
NID2,CD74,-0.0005987994901846286
NKG7,EGR1,0.0001115660010822363
NLRC5,EGR1,3.300147404137023e-20
NOD2,CD74,-0.00011942713026753396
NOD2,COL6A3,-8.138414839439598e-05
NOD2,EGR1,-6.287891942306137e-06
NOD2,MKI67,0.00012242071254126697
NOD2,MMP1,-0.00022963844986312708
NOD2,MYC,-6.553849531098692e-05
NOD2,STAT1,0.00039836233671821584
NOD2,THBS1,0.0002613191910880122
NOTCH1,B2M,0.0004307093263854365
NOTCH1,C7,-8.987202722810501e-05
NOTCH1,CD74,-0.00028008574663481334
NOTCH1,COL5A1,-7.37407030004976e-05
NOTCH1,EGR1,6.839002183672371e-05
NOTCH1,FGFR1,-0.00021638223747760224
NOTCH1,STAT1,0.001225931471742266
NOTCH1,THBS1,3.5896184410384034e-05
NRAS,APOE,0.017798143354325866
NRAS,ATM,-0.00494847957421119
NRAS,B2M,-0.0011919813410486268
NRAS,CD74,0.0031142534318503983
NRAS,COL11A1,0.003040596331496742
NRAS,COL6A3,-0.004290370598644964
NRAS,ERBB2,-0.0029724699918514917
NRAS,FGFR1,0.00984133449276519
NRAS,FLNB,0.004203276308956855
NRAS,HLA-B,0.004918509494402783
NRAS,HLA-DRA,-0.019992145711655366
NRAS,IFITM1,0.018932157837387054
NRAS,ITGB8,0.003152452586039502
NRAS,LTBP1,-0.0025162987894853973
NRAS,MMP7,-0.0013626752484912387
NRAS,MYC,-0.0014838399863554674
NRAS,NOTCH1,2.404858023917797e-05
NRAS,NOTCH2,0.008543160593752718
NRAS,RPL23,-0.0007954151411232147
NRAS,RPL7A,0.0023762247456334345
NRAS,SPP1,-9.652061755855139e-05
NRAS,VCAN,0.00412089061840274
NT5E,CD74,-0.00034227313873737384
NT5E,SPP1,0.0005776137676239068
NT5E,THBS1,0.0003556999313074406
OAS1,COL6A3,1.6597064295157868e-19
OAS2,THBS1,2.3528477183901933e-19
OASL,C7,-0.00018708159536394794
OASL,LTBP1,0.000987806635224367
OASL,THBS1,0.0001684614564580328
OLFML2B,A2M,0.0007442541053576142
OLFML2B,C7,-0.0003282241529047787
OLFML2B,CD74,-0.0005356810758664401
OLFML2B,COL5A1,-0.00045956710196975276
OLFML2B,CTNNB1,0.002536002463769465
OLFML2B,EGR1,5.00287471717513e-05
OLFML2B,ENO1,0.00026938649167352496
OLFML2B,FGFR1,-0.0006424676006503169
OLFML2B,MKI67,-0.00016319381113437788
OLFML2B,NF1,-0.0017674488758747634
OLFML2B,STAT1,0.001112168617041919
OLFML2B,THBS1,0.0006849788990514246
OLFML2B,VCAN,0.0001254119790091993
OLR1,THBS1,0.00018549717321017243
OTOA,SPP1,3.1676912691580523e-06
P2RY13,EGR1,0.00019869124886598313
P4HA1,COL6A3,0.0001299154263871928
P4HA2,COL6A3,1.2891519065409389e-05
P4HA2,THBS1,1.1046661378971247e-05
PALMD,A2M,0.0009283649453263402
PALMD,B2M,0.0012047588097206046
PALMD,C7,-0.00019922528229193077
PALMD,CD74,-0.0007518186662616436
PALMD,COL5A1,-0.0008069165283845046
PALMD,FGFR1,-8.157842731360194e-05
PALMD,MMP7,0.00125729460096323
PALMD,STAT1,0.0020709532510230218
PALMD,THBS1,0.00021789912781409608
PARP4,A2M,-9.651267368668318e-05
PARP4,ALDOA,-0.00021562913609389495
PARP4,APOE,0.003348126705104061
PARP4,C7,0.0009702603362995847
PARP4,CD74,-0.0004320761853811728
PARP4,COL11A1,0.0002345213772245938
PARP4,EGR1,-0.0003222909932162715
PARP4,ERBB2,0.0031163051088814553
PARP4,ESR1,-0.0004685189144573879
PARP4,HLA-B,5.310459375675075e-05
PARP4,JAG1,-0.0028662098012025503
PARP4,LDHA,0.001620307978295806
PARP4,LTBP1,-0.00041605641633834356
PARP4,MYC,0.0018188653844340627
PARP4,PKM,0.002836469100548706
PARP4,POLR2A,-0.0003028824667229833
PARP4,SPP1,3.335484954582765e-05
PARP4,THBS1,5.1706962393370186e-05
PARP4,VCAN,-0.000623715014327262
PC,A2M,4.0471921233544506e-19
PCK2,SPP1,0.00022161860965576574
PDCD1,EGR1,8.250368510342558e-21
PDCD1LG2,THBS1,0.00012608932619860523
PDGFB,THBS1,1.4705298239938708e-20
PDGFRB,CD74,-0.0006035125653063379
PDGFRB,EGR1,0.0007645973588478006
PDGFRB,THBS1,0.000373557715794597
PDK1,CD74,-5.0876154619211175e-20
PECAM1,A2M,0.0006160857009277997
PECAM1,B2M,0.0008005603364906492
PECAM1,C7,-0.0016301631905856937
PECAM1,CD74,-0.0007769040897304073
PECAM1,COL5A1,-0.0012817296761845581
PECAM1,EGR1,0.002078077977643669
PECAM1,FGFR1,-0.0002557981211396654
PECAM1,THBS1,0.00044520908475416784
PFKFB3,COL6A3,-2.756211918792906e-05
PFKFB3,EGR1,0.000290046735325675
PGPEP1,CD74,1.3627820547255515e-06
PGPEP1,COL6A3,-0.00019379979904792646
PIAS4,CD74,2.5287035914398497e-05
PIAS4,VCAN,0.00021522679701396123
PIK3CA,THBS1,2.9410596479877416e-20
PIK3CD,CD74,-9.281744572949749e-05
PIK3CD,COL5A1,-0.0004498871416573115
PIK3CD,EGR1,0.00013426794563743436
PIK3CD,MKI67,0.0007547096048338844
PIK3CD,THBS1,0.0004067354919427105
PIK3CD,VCAN,0.00022692991645302765
PIK3CG,CD74,-8.373839459050993e-05
PIK3CG,COL5A1,-1.1206434073546495e-05
PIK3CG,EGR1,0.0001569530175195118
PIK3CG,THBS1,0.00026846468180947097
PIK3CG,VCAN,-9.031396775804163e-05
PIK3R1,EGR1,1.3200589616548092e-19
PIK3R2,CD74,0.0008667968017919778
PIK3R2,EGR1,-0.00023088339750360602
PIK3R5,CD74,-8.337082015604218e-05
PIK3R5,EGR1,0.00024293851838783474
PIK3R5,THBS1,0.00024347082656429804
PKM,EGR1,-0.0019135523013485657
PLA1A,THBS1,1.4705298239938708e-20
PLA2G2A,COL6A3,-1.6597064295157868e-19
PMS2,CD74,0.00022977908398517195
PMS2,EGR1,-3.273204687821658e-05
PNOC,APOE,0.0007560004074577475
PNOC,C7,-8.120027893212658e-05
PNOC,CCNE1,0.013129336282255068
PNOC,COL6A3,-0.0002505053523799303
PNOC,ESR1,0.0001426260735343503
PNOC,FGFR1,0.00026976362989007913
PNOC,HIF1A,-0.0003192497344925997
PNOC,LTBP1,-0.000539497744630196
PNOC,MMP1,-1.0748562178919166e-05
PNOC,NOTCH2,0.0009684578719507371
PNOC,POLR2A,-0.00048770328772772774
PNOC,SPP1,-0.0001098010408835813
PNOC,THBS1,4.049895514899827e-05
POLD1,EGR1,-8.188584822168862e-06
PRF1,A2M,-0.00012897516774996136
PRF1,C7,-0.00016517792493395464
PRF1,CD74,-1.2599370375000638e-05
PRF1,COL6A3,-6.0773322108254065e-06
PRF1,EGR1,0.00020762967494528144
PRF1,LTBP1,-4.106093170134937e-05
