True_Counts,Residuals
4013.65,-0.425883873706445
1579.47,-0.6611850861475645
4074.77,-0.74761928116206
2604.61,-0.4527594517768012
1078.28,0.2727599089733103
2507.66,-0.33858331701165956
780.0,1.7534488190446755
1711.5,-0.15200616000607026
660.38,0.5195091828386473
936.34,0.20140993803908644
55.57,-0.16036012926145982
64.43,-0.4575407006313392
35.16,-0.30250051927326177
30.8,0.18406041817832336
21.51,0.31609102522012744
49.1,-0.3215806143990838
16.25,5.429316165748653
11.62,1.1173672141526254
16.48,1.0343196573477331
26.85,1.103804220660226
268.0,0.6554619725659087
155.3,-0.09809679073270137
354.73,-0.6763239938391721
256.03,0.10803694603453334
150.58,-0.1199485791305012
70.14,2.022060273063775
122.35,0.7739760553644592
526.11,-0.5399935547248647
114.28,1.3424296324717757
37.95,8.100832589140992
20.62,-0.3086635451032274
29.74,-0.06290835886375647
17.58,-0.23158576672529824
13.38,1.1097602676668272
22.86,0.35567576051387134
10.88,0.4780523974714742
20.07,-0.2974670879763986
11.62,0.3279020472680929
12.12,0.19071794365669228
10.25,0.5509620177670262
55.57,1.306302907331878
122.26,0.37603735558626566
82.74,0.13100608985831888
252.18,-0.6632240994480512
47.06,3.777015129084318
220.95,-0.40332998402421893
78.38,4.926170993022482
183.38,0.2134877159622745
151.63,2.000911577920048
27.21,0.9847841575264537
34.96,0.12522201112071357
34.7,-0.04156538314265025
38.27,-0.30447361394077926
51.98,-0.23081003386618554
25.55,0.33642554802632285
63.13,-0.4083994333063446
28.68,0.5367802483225015
28.38,0.26779201397858704
27.47,0.48563216403547216
12.17,1.1525896302558436
538.68,0.41269792968702634
624.52,0.00020826483380199733
477.8,0.25585689199128314
683.4,-0.05492810674402597
446.37,0.4194178077549796
389.3,0.8152767637162246
791.47,0.024692488212541688
2047.69,-0.5185319957615945
815.31,-0.14670651368768037
434.33,0.4498151380578454
1256.62,0.585139353880845
2835.12,0.28462251942027406
1176.93,0.2045423794855682
795.05,0.892166452728168
1534.07,0.26913867114473783
845.24,1.0519956387106066
1605.87,0.05440169091649787
1604.54,0.4661906689275706
3137.07,-0.4543667448417564
1950.01,-0.07690892249639411
101.28,-0.5761296902147074
82.61,0.3122847680207205
47.57,-0.22401820266729994
73.15,0.09558208182794128
72.6,-0.1521240374737548
126.26,-0.6962488115636994
98.46,0.022688999272202835
117.88,-0.5995285728549965
172.51,-0.6283012731676012
81.64,0.45507030881750316
148.79,-0.8141629690136684
44.61,0.39760071908203964
69.29,0.09823844232180817
73.15,0.24899250082745855
59.16,0.6665519266622778
66.64,-0.23457796392637897
