True_Counts,Residuals
45.71,-0.3928082073483863
70.14,-0.6042951690603755
13.25,1.0946971201588878
28.38,-0.022031823745410004
26.37,0.05251182563918324
99.9,-0.7221748063853327
378.24,0.27118120491584297
399.82,0.20257010391518296
328.88,0.4619666107618841
450.47,0.06735538203957736
400.66,0.20004886673830283
389.3,0.23506698933308098
609.85,-0.21159042560077326
722.59,-0.33459973297808104
405.46,0.18584220132039775
393.87,0.22073673787637657
95.9,-0.5413951780787609
13.75,1.4869191321578321
38.27,0.051773620652903404
32.73,0.44932168167246617
10.75,2.4206002070279875
10.88,2.475948665016481
20.07,0.664668593502303
56.76,-0.3838003795867553
24.17,0.5037916811230478
10.25,2.019791538700453
1707.46,1.0970320950725823
2156.08,0.6606983140943895
11044.29,-0.6757964141603824
21399.02,-0.8326746542106772
993.58,2.603734395874143
6607.6,-0.4581090833203234
1525.58,1.3470407458492057
1226.87,1.918482333949507
993.32,2.6046776678740295
704.31,4.083838680485343
220.49,0.48835011016133945
424.61,-0.22713474532047354
220.29,0.4897013745039437
548.64,-0.40185492164356634
104.87,2.129267815290109
210.43,0.559503472838824
295.37,0.11103468798278003
179.01,0.8332289580999596
201.08,0.6320186780857058
99.18,2.3087952791840465
49.3,0.307478381552258
148.7,-0.566518599794712
53.78,0.19856236910610475
207.91,-0.6899683314389576
53.78,0.19856236910610475
87.68,-0.2648416490587784
39.19,0.6447737741905163
113.52,-0.4321821334520233
38.46,0.6759928291868517
23.27,1.7700337004953295
24.2,2.4709330143540655
171.83,-0.5111646455952485
69.29,0.21224677366673975
48.13,0.745202138943869
149.24,-0.4371711407975849
70.14,0.1975560157879729
27.72,2.030179615705932
37.11,1.2634486377625547
12.12,5.930410804238316
288.6,-0.7089515628989315
12.75,-0.14801173384901675
13.75,-0.07928974172590479
12.88,-0.1092443093279513
13.38,-0.0530918991129162
10.75,0.26535730657959006
10.88,0.2853858109934641
13.25,0.1358717782168759
11.62,0.206879159844944
12.12,-0.0075733965540302
10.25,-0.0001677489012396142
27.79,0.33494630783507895
33.04,0.12282560214094565
38.27,-0.03062038425040919
38.5,-0.036411483253588485
174.78,-0.7877436898115526
115.74,-0.6794698643966058
30.59,0.21275442611104425
56.76,-0.3464031378658061
34.06,0.08920017306919674
357.35,-0.8961853703799164
349.56,-0.26410547880999957
241.22,0.07358942968204835
263.72,-0.023226729922639168
248.33,0.036044256029289776
264.87,-0.02870699423086421
224.46,0.15192019479345115
257.13,-0.002991305898849594
231.4,0.11070855868558986
252.72,0.014008453733946897
329.42,-0.20500808504203447
60.95,0.4057251414014935
41.3,1.0745507837390083
29.99,1.8569172180200415
90.48,-0.05306203173716809
233.94,-0.63375674374446
45.59,0.8793364195749294
72.65,0.1793385735501862
43.66,0.9624129035368997
68.13,0.2575803224485695
170.8,-0.49836681868605953
606.8,-0.2811702766108855
464.26,0.21599536960095897
1536.83,-0.6899364009047394
1024.13,-0.5241896370636636
447.72,0.06819469407982665
2455.05,-0.8055090591298755
293.45,0.49015848294195075
109.15,3.062098747950331
203.28,1.146444052887087
2416.57,-0.8132716236390538
302.05,-0.27443408495541854
175.13,0.22169646001336393
295.78,-0.2056740798242541
350.36,-0.35110764978608583
181.51,0.2670877719519381
322.66,-0.2890448022769641
148.16,0.47550840534914557
211.76,-0.08586185865890139
159.33,0.36632259118761223
204.45,-0.21295918379166626
65.43,0.3203645916466917
69.39,0.19175783249108172
68.26,0.2486132502843069
94.33,-0.09975542014168143
87.39,-0.025285180506038372
80.67,0.05618463961492415
70.73,0.2209776988403083
96.05,-0.10271332708116554
78.01,0.10738790317025737
76.98,0.11662730133314299
159.54,-0.05312930756829268
148.7,0.12549418792221606
199.6,-0.20746440474847538
359.99,-0.5398544012469324
170.75,0.010511305139717554
210.43,-0.2757857572202624
94.63,0.954656722396243
148.45,0.1057737362766903
198.88,-0.19437108783064358
105.63,0.06248834773586573
11742.49,-0.19447130304680568
13263.59,-0.149655843860117
16798.62,-0.40058560828851664
24956.54,-0.5851482309652195
6831.38,0.534764813676264
7277.48,0.3764023692470541
13482.65,-0.22854671846141636
6184.56,0.6000299686755489
6975.18,0.3795515919742034
5475.51,0.636444915659927
132.65,0.28094709068184953
132.17,0.28559908889269403
98.25,0.7294415427882682
165.56,0.02632055797866241
134.45,0.26379792918517936
185.88,-0.08587458801943536
156.76,0.08393487866131258
152.81,0.11195361284567337
159.33,0.06645096076663112
74.84,1.270411966581338
38.54,0.6392524729632828
41.3,0.3429802176672035
29.99,1.0538353145894355
57.75,0.09076442000141545
250.08,-0.7478560023792314
129.77,-0.5584792165942856
13.25,4.063256821880318
26.2,1.448941923301917
110.98,-0.39145598634719997
178.32,-0.7617442833053572
27.79,0.13121943154222276
56.17,-0.3134575401216634
49.64,-0.2679692190378365
42.35,-0.1519837809039307
29.58,0.23588269010902171
73.65,-0.5336459243500513
17.21,0.9205255498669791
30.56,0.009852001066583427
19.78,0.4954610025165587
17.55,0.9140456101345409
175.68,0.0711640782283579
160.26,0.1742300340893419
282.34,-0.33349116220458336
227.16,-0.17158784441293395
209.74,-0.10278389785850141
136.78,0.37580132521682935
195.95,-0.03964222881777018
218.3,-0.13796561949996375
180.2,0.0442958116712427
128.54,0.46399646229312225
91.42,-0.18506221373284876
54.52,0.4044052142332585
83.77,-0.10281039021908127
92.4,-0.18374948487677162
55.12,0.37582638953740205
56.12,0.34349840288870714
149.12,-0.4900787376118421
85.14,-0.11712673328687212
51.64,0.4419058006284191
41.18,0.8208757853079939
85.15,0.8285088745054559
109.04,-0.05799403204340646
50.68,1.9594333147818588
123.2,-0.28846579886212864
110.25,-0.33105325913137085
168.35,0.46300839034377494
149.12,0.04117482643296421
120.07,0.34707867610974813
119.77,0.34400318315823014
98.11,0.2776502657520176
121.9,1.360234877595959
168.52,0.707290716703937
164.44,0.7496511285511276
302.24,-0.048065671059596964
121.0,1.377790343627665
161.33,0.7833796044067902
90.81,2.168292386069237
240.13,0.198153631695113
180.2,0.596629476020796
3645.8,-0.9210838138189293
97.7,-0.3269447187342844
41.3,0.4349870710638437
91.01,-0.27247268433920485
102.03,-0.408707080469334
170.75,-0.6517127055622176
175.36,-0.7012359918068913
22.94,1.1094994835496548
26.2,1.0870500445819076
36.26,0.8513812908374981
119.24,-0.5563456245728561
233.04,0.7513607331924045
432.87,-0.05713700357345639
251.31,0.6240384595247221
327.26,0.24713409907461328
221.84,0.8397813976882345
231.48,0.7631635789837479
585.0,-0.3023297345928924
270.7,0.5077100305251494
477.98,-0.14612095639324257
216.63,0.884028552200332
71.7,-0.5949669831316976
36.35,-0.12574922982596698
40.33,-0.2583684096406342
32.73,-0.07547320507466677
25.55,0.2058045880537782
59.62,-0.4929988311431424
37.28,-0.16634975605492774
43.66,-0.31462227571743906
25.27,0.14704203904998492
11.82,1.5109624862284812
51.09,0.2285640823539404
69.39,-0.053826577583368146
68.26,-0.06710365941811833
117.43,-0.45509586886142095
30.92,1.0761258538203795
38.58,0.6553926932968993
114.71,-0.4429127185445369
69.86,-0.09345029425051588
56.04,0.11953004876591143
31.51,1.0082916997949567
25.99,0.034924928318492164
89.22,-0.5959710912459288
27.92,0.11312706603069368
55.83,-0.31617188263684
40.33,-0.20977298809579406
38.58,-0.1964311603148598
20.07,0.3812448524746928
11.62,2.260416024153733
15.38,0.5029183881050098
18.26,0.7356786851198346
44.82,3.3833756076939348
152.0,0.2925190443213301
26.89,6.306169384040244
71.23,1.7581481782513286
30.92,5.353909920337714
70.14,1.8010107604340202
217.94,-0.09854595422206962
305.63,-0.3571871389037655
330.74,-0.4059899173464288
27.21,6.220246039575237
17.93,0.1345436933102415
36.35,-0.44037500904944626
15.51,0.3115646951033288
32.73,-0.3784794249602007
14.79,0.3754136863456816
56.12,-0.6375201635592902
13.25,0.5352730883813306
28.38,-0.2832146433737621
12.12,0.6784132360604481
10.25,0.9846213093709882
24.2,0.3253153545019573
42.96,-0.25343036361854365
27.92,0.14873322274166775
30.8,0.041319207108680686
37.65,-0.1481372754595653
52.61,-0.39037005172120576
30.59,0.04846785155107441
61.13,-0.47533728809181475
32.96,-0.026922585590189164
15.75,1.0363575605680868
59.16,-0.5077448997707975
51.22,-0.37618320013266254
41.37,-0.2745698636390322
42.35,-0.2857458643562492
36.3,-0.17219431296845628
101.71,-0.704724890474087
14.34,1.032502857473922
11.62,1.5198274798869038
29.67,-0.018369707979897936
39.39,-0.2522519892485761
104.87,0.2442999603519143
107.39,0.21510137668409776
95.15,0.37141079182454284
138.6,-0.058515607199817715
166.72,-0.21731203909485808
108.72,0.20023672592076214
91.76,0.42207646950855765
203.02,-0.35725673903011895
160.42,-0.1865743869710431
65.53,0.9912976780421984
392.58,-0.11257422807792336
345.3,-0.040959358623953536
295.78,0.16590246445893347
610.25,-0.4297878355443143
400.66,-0.13114328503058553
452.43,-0.25900678408151223
264.78,0.3487576899599259
358.02,-0.02076055044037803
503.25,-0.2883753906572409
411.41,-0.26555170533434574
22.41,1.3854247398952537
39.65,0.34823123382226073
23.79,1.2470520563704346
38.5,0.388503075871497
25.55,1.0922649088474612
45.59,0.172567853061036
42.06,0.2709788022123783
41.48,0.2887504440948081
81.31,-0.3425486604224249
25.06,1.1331751165623558
43.92,0.5140027322404372
67.74,-0.018379096545615446
47.57,0.3978347698129074
46.2,0.4392857142857143
36.3,0.8318181818181821
59.62,0.11531365313653148
32.5,1.046
115.7,-0.42528089887640447
73.62,-0.09678076609616951
37.6,0.7684840425531916
287.71,0.1486387399995418
257.74,0.029003381779083733
194.43,0.507106786903208
296.46,-0.0050111349481594914
256.8,0.2810713208071057
263.04,0.1087180905805279
465.51,-0.1857732732406054
307.81,0.20636907014033767
336.23,0.08326020059911358
227.73,0.09469129724928407
354.94,0.38462668647467324
480.78,-0.0473907480828292
338.19,0.44068080796011144
381.16,0.17867077913654497
407.38,0.018362142000801582
343.71,0.30173638096352645
344.12,0.12550068213148707
443.16,-0.10348167974812016
542.81,-0.15099553338098903
438.63,0.40353171444844455
17.93,2.471394604749463
49.56,0.2558939722186818
29.99,1.0754286516558145
28.88,1.1551975506633612
17.48,2.560761170661206
52.61,0.18308506487659904
82.21,-0.24288887893008296
98.24,-0.3664280816046633
73.62,-0.1545489640972851
20.05,2.104344402152512
12.75,0.21783281733746146
13.75,0.129263157894737
12.88,0.20554102647924166
13.38,0.16049091338211008
10.75,0.4444063647490822
10.88,0.42714783281733754
13.25,0.1718768619662365
11.62,0.33626234260349697
12.12,0.28113600833767616
10.25,0.514865211810013
611.28,-0.08758417731709131
636.08,-0.017669370995210026
1241.05,-0.5294529171604806
1359.1,-0.5569683430896978
290.41,1.046997356519485
357.74,0.561244409842574
312.57,0.8641249672020244
347.1,0.6426988707279012
272.5,1.145173205439526
145.73,2.049958242207746
888.24,-0.4207896765493688
591.48,0.10434317725758234
2577.24,-0.7807934845109368
1235.89,-0.5128185647858651
385.87,0.536781253390182
347.21,0.6811541377982727
283.9,0.9928677014774232
340.55,0.7025866765529781
290.08,0.9769558955439417
235.61,0.19904169147102616
123.69,0.12581751492483315
160.26,-0.13108468475569315
227.53,-0.38798238288993714
229.08,-0.39212341356271785
92.77,0.5010495679751279
84.17,0.654418063693152
91.76,0.5175715826182716
115.7,0.20356411772733454
116.47,0.1956071814291458
71.61,0.9445938894156208
35.85,0.008904059311458455
31.39,0.1522526449925386
29.99,0.20604236499885925
71.23,-0.4922194226264806
29.58,0.22275897654887725
73.65,-0.5089041340622432
28.68,0.26113007413932315
56.76,-0.3627693705723082
24.17,0.4964505803192298
17.9,1.0206262863863569
29.58,0.3703960713141884
49.56,-0.18207595259334755
89.98,-0.5494963793123617
128.98,-0.6857162677200055
28.23,0.4359304211644948
70.14,-0.42206564314979056
13.25,2.0593445878848073
48.03,-0.15602090798514076
25.27,0.6041280486534899
19.34,1.0959832362706148
3171.13,-0.5398487660684163
1635.65,0.13214866611573808
3135.71,-0.4953114290737422
1484.22,0.08846411773169942
2124.3,-0.2525206662557219
1048.66,0.5119522361004963
151.03,8.683953434892148
111.34,12.303383066180885
51.64,27.265639333109615
2414.78,-0.37664997125653915
133.55,-0.3065439634806941
109.04,0.026671735409874425
174.78,-0.4278064479050808
196.36,-0.4624561668517778
52.44,1.0748432101723393
56.12,0.7096274840531207
100.37,0.12791418420520015
41.48,1.4363290988920046
62.63,0.5767041281510209
53.35,0.2663872498689433
120.1,-0.2623801067031626
153.65,-0.16657695978815748
133.41,0.02603323585287367
175.18,-0.24952568608517262
64.54,1.0836230882193514
126.26,-0.05566691174890622
149.12,0.10711949582303153
135.35,-0.016011801533362707
110.98,0.08314717341359974
107.78,-0.36635086802058014
97.7,-0.09488498626299623
97.48,-0.09284225644126726
83.77,0.05562536519165901
111.65,-0.20797369599547455
52.44,0.6863031434421296
73.65,0.20067531353842857
51.62,0.713090601358103
52.39,0.6879125184597303
54.94,0.6095692909010789
77.34,0.1433894083540893
51.09,0.15322840461203815
77.65,0.08589236036949605
68.26,-0.10307064362551051
73.15,-0.23707173889974856
155.96,-0.6621759932107691
98.2,-0.37566961826720136
50.66,0.1192704487694609
37.11,0.7898809165354834
60.43,-0.07199752495077817
136.78,-0.49499624049558905
12.75,1.2947489746944472
23.13,0.163554323519693
12.88,1.2143805608903
13.38,1.1169154661137441
10.75,1.6501845986474206
45.59,-0.37478612803616207
38.24,-0.2354097440147387
37.11,-0.21512677435796868
30.77,-0.049222235356605734
13.25,1.1873936087617059
14.34,0.11188192556197345
49.56,-0.6653474902219799
18.62,-0.06800788001698223
13.38,0.27137838362942723
10.75,0.5189508345864184
10.88,0.7714191857184604
13.25,0.2136820950870424
11.62,0.3616304858345955
12.12,0.3123661523349268
10.25,0.6079491508424453
810.26,-0.39870730535457904
419.65,-0.22720433210280586
503.66,-0.20988073559265177
419.66,-0.11604887070279413
159.99,1.2578547487893703
1329.24,-0.6164404709226359
99.41,1.0871032334034918
124.43,-0.1393906918766624
19.78,17.286804265917702
97.75,-0.5937980782187269
158.65,-0.30040638943719206
49.56,1.2395182872435329
1033.17,-0.8925728328195849
194.43,-0.42914917288592563
161.34,-0.3120706190914251
249.01,-0.5542728150845769
23.9,3.6439550759744552
41.48,1.675760036542659
14.28,6.772445820433437
31.87,2.4826020180668174
103.08,-0.4201591238215695
142.09,-0.17913570934179598
196.5,-0.5799401056447433
127.05,-0.3307338459129131
25.55,2.1891599091014196
70.14,0.27995286406519077
60.22,0.0031933471439143735
106.97,-0.45500440323745517
16.48,2.1575737843424543
10.25,7.492119801586144
829.98,-0.7069579200715808
1030.95,-0.21794504508729415
1993.95,-0.748674131755237
2277.35,-0.7503790297031533
221.84,1.7945893052777329
438.4,0.010556131420557802
354.63,1.2490292062748625
493.37,-0.07484979879818973
204.38,0.8990673606236605
424.31,-1.16017924220647
16.13,-3.8969388316721747
47.91,0.2930701816964456
15.51,-5.7530461385960905
30.8,0.6189687701054472
18.82,2.083303447746417
45.59,-0.09933937506047909
52.57,-0.32084340640720055
58.94,1.837926055959582
30.77,-3.4601745277170877
15.75,-1.9044613134481205
167.61,-0.2848985269689347
237.91,-0.49620378338557913
39.3,2.049825900629437
281.06,-0.5735495698614643
91.43,0.3109281187218293
94.69,0.2657953099032302
159.63,-0.2491501729328017
251.05,-0.5225725636537071
29.67,3.0397087258084547
17.19,5.97255136095037
16.13,0.4102914357060577
41.3,-0.4614470229230663
38.27,-0.38296061878850457
46.2,-0.5045067939864648
16.13,0.3501531423735389
10.88,1.2446231183598548
13.25,0.46112505320430225
11.62,0.761106530041711
17.58,0.20694260797778816
10.25,1.5791183931373984
434.71,-0.7033332162366135
90.87,1.4753582123381692
950.44,-0.8286453239069068
1185.84,-0.8476876503289716
33.61,4.243630674528589
498.03,-0.7052963106877888
35.37,3.507060545187183
11.62,11.47593224809258
62.63,1.3613346914848017
79.85,-0.30744584331713787
243.79,-0.7011275728817462
89.22,0.2850118343070156
493.32,-0.820787629369529
419.66,-0.7685658415696711
47.06,1.0261224508564246
133.27,-0.41138505134556086
30.59,1.9460503792141797
48.03,0.6844256524970627
34.06,1.4525247233276706
109.93,-0.7239172178995202
507.31,-0.39717955075740047
332.09,-0.07911457103416789
886.31,-0.6549549907986335
1241.67,-0.7537052178877938
108.9,1.8082354646947947
189.39,0.6147465130432609
116.62,1.622336152506115
163.73,0.8678118982792596
118.67,1.5770358313412247
44.76,5.832369126569776
12.75,0.5213622291021673
23.13,-0.1613762031537988
20.68,-0.06202280362414733
28.88,-0.32834596880011657
17.48,0.10968926893893778
10.88,0.7828463622291022
16.25,0.19368421052631588
11.62,0.6693088142041854
12.12,0.6004429390307454
10.25,0.8924261874197691
163.13,-0.6367450079598147
66.09,0.3685503234282455
196.5,-0.6139663222344071
315.71,-0.7395322217320071
20.17,3.138478998993889
42.09,1.509478904460128
63.09,0.4822127521933026
41.48,0.5005192033811275
15.38,3.249342537977176
46.55,-0.42115499970685816
43.02,0.2558540703222493
244.52,-0.7790493943020482
12.88,3.194630598234718
13.38,3.0378805758791603
84.7,-0.36213881811967924
45.59,0.1850590503457593
108.01,-0.49979777700895134
85.14,-0.36543525833611495
81.31,-0.33554492552867826
172.23,-0.6863099221665031
61.85,2.5921286644258186
356.87,-0.3774395216893074
46.54,3.7738108701060784
69.3,2.2059618743829277
75.29,1.9508986305583327
80.67,1.7540988954349435
173.01,0.28416367779167034
523.93,-0.5759487758007046
515.34,-0.5688804325401932
86.29,1.5747265951412315
223.18,0.8103878861056213
125.56,2.217922653879042
223.39,0.8086860128969632
182.88,1.209330535985633
196.3,1.0582902110089283
140.29,1.880051097163395
222.72,0.814127013384755
135.35,1.9851671106099196
226.35,0.7850336577029051
431.82,-0.0643268759644005
570.95,-0.4746138706956549
322.17,-0.06891017001484978
400.24,-0.2505266576895966
452.39,-0.33692342773643125
440.99,-0.3197822841191051
491.01,-0.38907718676541037
101.32,1.9606120265131848
126.62,1.3690507860236603
86.81,2.4554683852818324
713.98,-0.5798632867498867
139.82,0.27370529026041013
216.43,-0.17714977736815354
118.93,0.4974310408156943
190.58,-0.0655395441063568
114.28,0.5583608127774811
168.35,0.05785253153674213
121.4,0.4669643631318824
98.24,0.812800017143837
149.44,0.19171221683759726
125.68,0.4170072699252906
34.06,3.1164508452575945
150.35,-0.06746713808131903
32.06,3.3732475293036077
34.65,3.0463583200425304
43.02,2.2590961364359288
45.59,2.0753743318594795
105.15,0.3333933979027453
248.87,-0.4366282967433854
1711.93,-0.9181004388091373
31.15,3.5010053222945
12.75,0.5899277605779157
26.43,-0.23300874205946176
12.88,0.5738803530565547
13.38,0.515065691133664
10.75,0.8857282741738071
38.58,-0.47455731085099984
13.25,0.5299304865938435
113.52,-0.821427246763844
23.07,-0.12130130267150303
31.87,-0.3639291199445113
66.33,-0.4487831997866782
69.39,-0.42374285704375997
57.92,-0.3499804439160198
67.38,-0.43475014210324237
32.27,0.2015040285480384
10.88,2.4968820109486334
28.68,0.3636823215824334
32.75,0.15011075789775485
21.98,0.6602950261396234
10.25,2.64497241701452
25.1,-0.23513319575526656
34.7,-0.17747374071451605
40.33,-0.45043531503243983
36.58,-0.36146951467559374
17.48,0.44332210195939736
49.1,-0.5265367020437666
15.29,0.710346410150725
11.62,0.9113868732204997
15.38,0.23602636466255636
10.25,1.0856246597613852
82.46,-0.2986009347375506
97.48,-0.2717174270252274
104.45,-0.4456012528505466
142.45,-0.5612124966453544
28.23,1.2938971062999074
56.12,0.1492543717782019
50.66,0.32933416119856385
74.22,-0.21936010375183954
32.96,0.7734847377177725
10.38,2.737278705617539
686.57,-0.28971818883844175
589.82,-0.10541594861770517
953.54,-0.46846251094734453
1463.05,-0.640273087131924
176.13,1.9507410390329887
357.74,0.3243096281892171
372.79,0.39306221590685525
565.41,-0.113809716842068
304.37,0.7153336181331117
159.7,1.1074090254642843
494.76,-0.1342025978631639
533.65,-0.15760176999872832
1038.34,-0.5810446921653014
831.63,-0.4747704101395854
254.11,0.7130563619415253
410.34,0.060530630099073286
243.75,0.7581278314622408
336.19,0.2776970181125366
149.44,1.8666057872486737
110.64,2.894133171912403
34.06,0.12730531511657273
71.04,-0.41918518696663154
26.89,0.46171213852160725
98.18,-0.5959318472227054
21.51,0.8710080113977121
49.1,-0.19271773211856738
25.81,0.5702471577415555
32.75,0.20060026553170365
26.37,0.4538623205024759
10.25,2.811154478286081
25.99,0.4830283739970707
57.83,-0.29330232841433135
43.44,-0.09572473592369748
46.2,-0.1433197115175024
14.79,1.707524702844048
49.1,-0.19447728323152377
21.03,0.9150566541877984
11.62,2.381519237525509
26.37,0.45988320942452027
10.25,2.8132789162843324
39.44,-0.032759146319317166
39.65,0.20728565608198396
58.95,-0.29922561371922707
103.95,-0.589676749627286
14.79,1.9681817941176367
10.88,2.837171476327327
38.24,0.15087888230536928
61.13,-0.3328538491977876
14.28,1.6921738995355367
10.25,2.7209355003309175
85.15,-0.3553120559456014
85.91,-0.279440156663096
62.05,-0.07981983099980376
92.4,-0.37569706794867785
30.92,0.8496774157335102
49.1,0.16395395283832548
31.54,0.7424001570348301
50.21,0.1011327979469428
21.98,1.497861743865073
17.19,2.2412602677552536
24.2,-0.24935841670291425
23.13,-0.21463353585000108
45.51,-0.6008453896772253
67.38,-0.730401805939604
10.75,0.6898164014687883
38.58,-0.5291465444326212
13.25,0.3709831181727905
11.62,0.563298306005979
12.12,0.49880580163279503
10.25,0.7722464698331195
22.41,0.8497851053336153
28.09,0.47574525491371733
47.57,-0.1285750638947589
65.45,-0.3666358409392465
20.17,1.055214884012212
49.1,-0.15572944581412795
23.9,0.7344637744990092
32.75,0.26576134993973494
14.28,1.902919062361787
10.25,3.0442618741976895
89.63,-0.5521217563246683
77.65,-0.3208007497139587
106.52,-0.5616116718255203
117.43,-0.5983110454903977
24.2,0.8610293067305077
42.09,-0.07473822054097609
35.37,0.2574649957340003
11.62,2.4308044259308765
43.95,-0.027251636917380778
10.25,2.2693379352792262
14.34,0.6528691795161448
39.65,-0.3293015952568617
31.03,-0.2037166190049407
67.38,-0.6241833048815704
14.79,0.7624704112207324
42.09,-0.4132978551745379
18.16,0.47820794016007767
11.62,1.1506512189079463
12.12,0.986433286156712
10.25,1.188972912091719
423.06,0.14621044583588358
232.96,0.4173456138952568
487.11,-0.17085159878760914
435.06,-0.08705764067187434
397.97,-0.07266943366745708
192.9,1.0049433780707189
359.41,0.1440337189065977
336.19,0.8986049814897943
337.33,0.18276055483949893
302.56,-0.010549064240843092
58.26,-0.26887715949555613
49.56,-0.08643732352791292
92.04,-0.5106522364192415
84.7,-0.44659088532613367
36.3,0.2438346959575543
42.09,0.23429557562147252
36.32,0.18865848252122758
63.31,-0.4636813219391341
28.57,0.401858001445684
10.74,1.4342610721428453
51.99,0.40574604427977023
67.74,0.07890075054776001
122.04,-0.40114112715416866
171.33,-0.573427088997226
29.58,1.4707483719440588
70.14,0.04198370176939346
60.22,0.2136289744620601
82.96,-0.11903644115109374
78.01,-0.06313630506210417
25.06,1.9163901373545593
1572.12,-0.5744253150623295
920.26,-0.2729723407686844
1037.31,-0.3550100995033206
421.59,0.586978993060107
22.86,28.267474789335544
140.29,3.7690817141935318
137.65,3.860548301374577
157.18,3.256613269399481
83.51,7.01166894604491
22.56,28.656669932810754
55.57,-0.04476099372058023
175.13,-0.6968958397821768
76.53,-0.3063813984196085
100.1,-0.469703980230296
28.23,0.8803624363778733
59.62,-0.10965059411359668
45.88,0.15698848254026507
30.56,0.7369971066409479
34.06,0.558503569552183
10.25,4.178793324775352
113.83,-0.3354245608130743
100.78,-0.04613385048067907
193.4,-0.5755728192921491
242.56,-0.6545023292381807
34.96,1.355875726731821
52.61,0.5631818494722198
47.79,0.5866151292353781
58.94,0.30295775429462496
46.15,0.6396854808475053
14.68,4.316843277547412
54.67,-0.43285051686873943
41.3,0.12412550877099791
104.45,-0.7492803739371536
80.85,-0.5892279842866529
20.17,0.6582822609248917
10.88,1.5768277583529615
22.94,0.10261798197096945
